,OpportunityID,NewValue,OldValue,OldNewStage,Event,FieldEvent,Stage,StageLength,days_in_stage,CreatedDate,from_date,EditYear,EditMonth,ModifiedDate,StageChangeDate,stage_prob,AccountCountry
3078,0062000000hzVKi,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Prospect,0 days 08:25:00.000000000,0,2016-03-21 00:00:00,2016-03-21 00:00:00,2016,3,2016-03-21,,0,
3079,0062000000WVrch,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 06:10:00.000000000,0,2014-03-13 00:00:00,2014-03-13 00:00:00,2014,3,2014-03-13,,0,United States
3080,0062000000WVrch,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,0 days 06:10:00.000000000,0,2014-03-13 00:00:00,2014-03-13 00:00:00,2014,3,2014-03-13,,20,United States
3081,0062000000chSKE,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 19:43:00.000000000,0,2015-03-03 00:00:00,2015-03-03 00:00:00,2015,3,2015-03-03,2015-09-11 00:00:00,0,United States
3082,0062000000chSKE,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,111 days 17:15:00.000000000,111,2015-03-03 00:00:00,2015-03-03 00:00:00,2015,6,2015-06-22,2015-09-11 00:00:00,20,United States
3083,0062000000WVrch,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,466 days 17:34:00.000000000,466,2014-03-13 00:00:00,2014-03-13 00:00:00,2015,6,2015-06-22,,0,United States
3084,0062000000chSKE,Buying Process id.,Qualified,"('Qualified', u'Buying Process id.')",stage_change,Stage,Closed Deferred,71 days 12:47:00.000000000,71,2015-03-03 00:00:00,2015-06-22 00:00:00,2015,9,2015-09-01,2015-09-11 00:00:00,40,United States
3085,0062000000chSKE,Qualified,Buying Process id.,"(u'Buying Process id.', 'Qualified')",stage_change,Stage,Closed Deferred,10 days 12:00:00.000000000,10,2015-03-03 00:00:00,2015-09-01 00:00:00,2015,9,2015-09-11,2015-09-11 00:00:00,20,United States
3086,0062000000chSKE,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,0 days 12:09:00.000000000,0,2015-03-03 00:00:00,2015-09-11 00:00:00,2015,9,2015-09-11,2015-09-11 00:00:00,0,United States
3087,0062000000egu6p,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Won,0 days 13:19:00.000000000,0,2015-07-30 00:00:00,2015-07-30 00:00:00,2015,7,2015-07-30,2015-12-31 00:00:00,0,United States
3088,0062000000egu6p,Buying Process id.,Prospect,"(u'Prospect', u'Buying Process id.')",stage_change,Stage,Closed Won,43 days 11:21:00.000000000,43,2015-07-30 00:00:00,2015-07-30 00:00:00,2015,9,2015-09-11,2015-12-31 00:00:00,40,United States
3089,0062000000egu6p,Short List,Buying Process id.,"(u'Buying Process id.', u'Short List')",stage_change,Stage,Closed Won,47 days 14:28:00.000000000,47,2015-07-30 00:00:00,2015-09-11 00:00:00,2015,10,2015-10-28,2015-12-31 00:00:00,50,United States
3091,0062000000egu6p,PO In Progress,Negotiation/Review,"(u'Negotiation/Review', u'PO In Progress')",stage_change,Stage,Closed Won,32 days 09:11:00.000000000,32,2015-07-30 00:00:00,2015-11-02 00:00:00,2015,12,2015-12-04,2015-12-31 00:00:00,90,United States
3092,0062000000egu6p,Closed Won,PO In Progress,"(u'PO In Progress', u'Closed Won')",stage_change,Stage,Closed Won,27 days 08:20:00.000000000,27,2015-07-30 00:00:00,2015-12-04 00:00:00,2015,12,2015-12-31,2015-12-31 00:00:00,100,United States
3093,0062000000j47V3,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Qualified,0 days 16:20:00.000000000,0,2016-05-17 00:00:00,2016-05-17 00:00:00,2016,5,2016-05-17,2016-06-02 00:00:00,0,United States
3094,0062000000j47V3,Qualified,Prospect,"(u'Prospect', u'Qualified')",stage_change,Stage,Qualified,3 days 10:08:00.000000000,3,2016-05-17 00:00:00,2016-05-17 00:00:00,2016,5,2016-05-20,2016-06-02 00:00:00,20,United States
3095,0062000000j47V3,Prospect,Qualified,"(u'Qualified', u'Prospect')",stage_change,Stage,Qualified,0 days 10:11:00.000000000,0,2016-05-17 00:00:00,2016-05-20 00:00:00,2016,5,2016-05-20,2016-06-02 00:00:00,10,United States
3096,0062000000j47V3,Qualified,Prospect,"(u'Prospect', u'Qualified')",stage_change,Stage,Qualified,13 days 14:51:00.000000000,13,2016-05-17 00:00:00,2016-05-20 00:00:00,2016,6,2016-06-02,2016-06-02 00:00:00,20,United States
3097,0062000000j4OZ0,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 10:13:00.000000000,0,2016-05-20 00:00:00,2016-05-20 00:00:00,2016,5,2016-05-20,2016-05-20 00:00:00,0,United States
3098,0062000000j4OZ0,Closed Deferred,Prospect,"(u'Prospect', u'Closed Deferred')",stage_change,Stage,Closed Deferred,0 days 10:16:00.000000000,0,2016-05-20 00:00:00,2016-05-20 00:00:00,2016,5,2016-05-20,2016-05-20 00:00:00,0,United States
3099,0062000000XHmcA,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 16:01:00.000000000,0,2014-04-24 00:00:00,2014-04-24 00:00:00,2014,4,2014-04-24,2016-03-25 00:00:00,0,United States
3100,0062000000XHmcA,Buying Process id.,Prospect,"(u'Prospect', u'Buying Process id.')",stage_change,Stage,Closed Deferred,0 days 16:21:00.000000000,0,2014-04-24 00:00:00,2014-04-24 00:00:00,2014,4,2014-04-24,2016-03-25 00:00:00,40,United States
3101,0062000000XHmcA,Closed Deferred,Buying Process id.,"(u'Buying Process id.', u'Closed Deferred')",stage_change,Stage,Closed Deferred,701 days 12:48:00.000000000,701,2014-04-24 00:00:00,2014-04-24 00:00:00,2016,3,2016-03-25,2016-03-25 00:00:00,0,United States
3102,0062000000SSwd2,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Won,0 days 12:09:00.000000000,0,2013-03-28 00:00:00,2013-03-28 00:00:00,2013,3,2013-03-28,,0,Lithuania
3104,0062000000aZQp9,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Deferred,0 days 04:56:00.000000000,0,2014-11-06 00:00:00,2014-11-06 00:00:00,2014,11,2014-11-06,,0,Belgium
3105,0062000000aZQp9,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,218 days 09:57:00.000000000,218,2014-11-06 00:00:00,2014-11-06 00:00:00,2015,6,2015-06-12,,0,Belgium
3106,0062000000dAyyC,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Lost,0 days 07:54:00.000000000,0,2015-04-02 00:00:00,2015-04-02 00:00:00,2015,4,2015-04-02,2015-09-03 00:00:00,0,Belgium
3107,0062000000dAyyC,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Lost,0 days 08:01:00.000000000,0,2015-04-02 00:00:00,2015-04-02 00:00:00,2015,4,2015-04-02,2015-09-03 00:00:00,20,Belgium
3109,0062000000dAyyC,Closed Lost,Short List,"(u'Short List', u'Closed Lost')",stage_change,Stage,Closed Lost,63 days 11:02:00.000000000,63,2015-04-02 00:00:00,2015-07-02 00:00:00,2015,9,2015-09-03,2015-09-03 00:00:00,0,Belgium
3110,0062000000fU6TO,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 12:39:00.000000000,0,2015-09-23 00:00:00,2015-09-23 00:00:00,2015,9,2015-09-23,2016-04-28 00:00:00,0,United States
3111,0062000000fU6TO,Re-Qualify,Prospect,"(u'Prospect', u'Re-Qualify')",stage_change,Stage,Closed Deferred,149 days 11:44:00.000000000,149,2015-09-23 00:00:00,2015-09-23 00:00:00,2016,2,2016-02-19,2016-04-28 00:00:00,0,United States
3112,0062000000fU6TO,Closed Deferred,Re-Qualify,"(u'Re-Qualify', u'Closed Deferred')",stage_change,Stage,Closed Deferred,69 days 11:08:00.000000000,69,2015-09-23 00:00:00,2016-02-19 00:00:00,2016,4,2016-04-28,2016-04-28 00:00:00,0,United States
3113,0062000000j3pAK,Created,Created,"('Created', 'Created')",opp_created,Created.,Short List,0 days 12:13:00.000000000,0,2016-05-12 00:00:00,2016-05-12 00:00:00,2016,5,2016-05-12,,0,United States
3114,0062000000fUDwd,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Qualified,0 days 07:50:00.000000000,0,2015-09-24 00:00:00,2015-09-24 00:00:00,2015,9,2015-09-24,2015-10-19 00:00:00,0,Netherlands
3115,0062000000fUDwd,Buying Process id.,Prospect,"(u'Prospect', u'Buying Process id.')",stage_change,Stage,Qualified,0 days 07:51:00.000000000,0,2015-09-24 00:00:00,2015-09-24 00:00:00,2015,9,2015-09-24,2015-10-19 00:00:00,40,Netherlands
3116,0062000000fUDwd,Qualified,Buying Process id.,"(u'Buying Process id.', u'Qualified')",stage_change,Stage,Qualified,25 days 11:30:00.000000000,25,2015-09-24 00:00:00,2015-09-24 00:00:00,2015,10,2015-10-19,2015-10-19 00:00:00,20,Netherlands
3117,0062000000fUTDS,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 16:29:00.000000000,0,2015-09-25 00:00:00,2015-09-25 00:00:00,2015,9,2015-09-25,2016-05-10 00:00:00,0,United States
3118,0062000000fUTDS,Qualified,Prospect,"(u'Prospect', u'Qualified')",stage_change,Stage,Closed Deferred,33 days 16:39:00.000000000,33,2015-09-25 00:00:00,2015-09-25 00:00:00,2015,10,2015-10-28,2016-05-10 00:00:00,20,United States
3119,0062000000fUTDS,Buying Process id.,Qualified,"(u'Qualified', u'Buying Process id.')",stage_change,Stage,Closed Deferred,90 days 10:56:00.000000000,90,2015-09-25 00:00:00,2015-10-28 00:00:00,2016,1,2016-01-26,2016-05-10 00:00:00,40,United States
3120,0062000000fUTDS,Closed Deferred,Buying Process id.,"(u'Buying Process id.', u'Closed Deferred')",stage_change,Stage,Closed Deferred,105 days 08:54:00.000000000,105,2015-09-25 00:00:00,2016-01-26 00:00:00,2016,5,2016-05-10,2016-05-10 00:00:00,0,United States
3121,0062000000WkNK1,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 06:38:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,0,United States
3122,0062000000WkNK1,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,0 days 08:23:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,20,United States
3123,0062000000WkNK1,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,245 days 15:14:00.000000000,245,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,11,2014-11-26,,0,United States
3124,0062000000WkPVI,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 08:53:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,0,United States
3125,0062000000WkPVI,Closed Deferred,Prospect,"(u'Prospect', u'Closed Deferred')",stage_change,Stage,Closed Deferred,211 days 09:21:00.000000000,211,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,10,2014-10-23,,0,United States
3126,0062000000grnoH,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 14:24:00.000000000,0,2015-12-22 00:00:00,2015-12-22 00:00:00,2015,12,2015-12-22,2016-04-28 00:00:00,0,United States
3127,0062000000grnoH,Re-Qualify,Prospect,"(u'Prospect', u'Re-Qualify')",stage_change,Stage,Closed Deferred,59 days 11:57:00.000000000,59,2015-12-22 00:00:00,2015-12-22 00:00:00,2016,2,2016-02-19,2016-04-28 00:00:00,0,United States
3128,0062000000grnoH,Closed Deferred,Re-Qualify,"(u'Re-Qualify', u'Closed Deferred')",stage_change,Stage,Closed Deferred,69 days 11:09:00.000000000,69,2015-12-22 00:00:00,2016-02-19 00:00:00,2016,4,2016-04-28,2016-04-28 00:00:00,0,United States
3129,0062000000hEloZ,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 11:40:00.000000000,0,2016-01-13 00:00:00,2016-01-13 00:00:00,2016,1,2016-01-13,2016-04-28 00:00:00,0,United States
3130,0062000000hEloZ,Re-Qualify,Prospect,"(u'Prospect', u'Re-Qualify')",stage_change,Stage,Closed Deferred,37 days 11:46:00.000000000,37,2016-01-13 00:00:00,2016-01-13 00:00:00,2016,2,2016-02-19,2016-04-28 00:00:00,0,United States
3131,0062000000hEloZ,Closed Deferred,Re-Qualify,"(u'Re-Qualify', u'Closed Deferred')",stage_change,Stage,Closed Deferred,69 days 11:08:00.000000000,69,2016-01-13 00:00:00,2016-02-19 00:00:00,2016,4,2016-04-28,2016-04-28 00:00:00,0,United States
3132,0062000000WkQyl,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 10:23:00.000000000,0,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,3,2014-03-26,,0,United States
3133,0062000000WkQyl,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,204 days 10:52:00.000000000,204,2014-03-26 00:00:00,2014-03-26 00:00:00,2014,10,2014-10-16,,20,United States
3134,0062000000WkQyl,Buying Process id.,Qualified,"('Qualified', u'Buying Process id.')",stage_change,Stage,Closed Deferred,14 days 13:38:00.000000000,14,2014-03-26 00:00:00,2014-10-16 00:00:00,2014,10,2014-10-30,,40,United States
3135,0062000000WkQyl,Closed Deferred,Buying Process id.,"(u'Buying Process id.', u'Closed Deferred')",stage_change,Stage,Closed Deferred,0 days 13:39:00.000000000,0,2014-03-26 00:00:00,2014-10-30 00:00:00,2014,10,2014-10-30,,0,United States
3136,0062000000gppIE,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Buying Process id.,0 days 14:41:00.000000000,0,2015-12-07 00:00:00,2015-12-07 00:00:00,2015,12,2015-12-07,2016-04-04 00:00:00,0,United States
3137,0062000000gppIE,Buying Process id.,Prospect,"(u'Prospect', u'Buying Process id.')",stage_change,Stage,Buying Process id.,9 days 17:08:00.000000000,9,2015-12-07 00:00:00,2015-12-07 00:00:00,2015,12,2015-12-16,2016-04-04 00:00:00,40,United States
3138,0062000000gppIE,Short List,Buying Process id.,"(u'Buying Process id.', u'Short List')",stage_change,Stage,Buying Process id.,14 days 11:01:00.000000000,14,2015-12-07 00:00:00,2015-12-16 00:00:00,2015,12,2015-12-30,2016-04-04 00:00:00,50,United States
3139,0062000000gppIE,Buying Process id.,Short List,"(u'Short List', u'Buying Process id.')",stage_change,Stage,Buying Process id.,96 days 13:13:00.000000000,96,2015-12-07 00:00:00,2015-12-30 00:00:00,2016,4,2016-04-04,2016-04-04 00:00:00,40,United States
3140,0062000000gqVXI,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 10:40:00.000000000,0,2015-12-11 00:00:00,2015-12-11 00:00:00,2015,12,2015-12-11,2016-04-25 00:00:00,0,United States
3141,0062000000gqVXI,Re-Qualify,Prospect,"(u'Prospect', u'Re-Qualify')",stage_change,Stage,Closed Deferred,70 days 10:56:00.000000000,70,2015-12-11 00:00:00,2015-12-11 00:00:00,2016,2,2016-02-19,2016-04-25 00:00:00,0,United States
3142,0062000000gqVXI,Closed Deferred,Re-Qualify,"(u'Re-Qualify', u'Closed Deferred')",stage_change,Stage,Closed Deferred,66 days 21:59:00.000000000,66,2015-12-11 00:00:00,2016-02-19 00:00:00,2016,4,2016-04-25,2016-04-25 00:00:00,0,United States
3143,0062000000Noo5n,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 18:35:00.000000000,0,2012-05-07 00:00:00,2012-05-07 00:00:00,2012,5,2012-05-07,,0,Netherlands
3144,0062000000Noo5n,Short List,Prospect,"(u'Prospect', u'Short List')",stage_change,Stage,Closed Deferred,0 days 18:38:00.000000000,0,2012-05-07 00:00:00,2012-05-07 00:00:00,2012,5,2012-05-07,,50,Netherlands
3145,0062000000Noo5n,Closed Deferred,Short List,"(u'Short List', u'Closed Deferred')",stage_change,Stage,Closed Deferred,224 days 09:09:00.000000000,224,2012-05-07 00:00:00,2012-05-07 00:00:00,2012,12,2012-12-17,,0,Netherlands
3146,0062000000PnkTl,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Won,0 days 09:11:00.000000000,0,2012-10-10 00:00:00,2012-10-10 00:00:00,2012,10,2012-10-10,2015-08-13 00:00:00,0,Netherlands
3147,0062000000PnkTl,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Won,560 days 17:42:00.000000000,560,2012-10-10 00:00:00,2012-10-10 00:00:00,2014,4,2014-04-23,2015-08-13 00:00:00,20,Netherlands
3148,0062000000PnkTl,Buying Process id.,Qualified,"('Qualified', u'Buying Process id.')",stage_change,Stage,Closed Won,2 days 14:58:00.000000000,2,2012-10-10 00:00:00,2014-04-23 00:00:00,2014,4,2014-04-25,2015-08-13 00:00:00,40,Netherlands
3150,0062000000PnkTl,Short List,Negotiation/Review,"(u'Negotiation/Review', u'Short List')",stage_change,Stage,Closed Won,20 days 12:22:00.000000000,20,2012-10-10 00:00:00,2014-06-11 00:00:00,2014,7,2014-07-01,2015-08-13 00:00:00,50,Netherlands
3153,0062000000gpXxK,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 09:11:00.000000000,0,2015-12-04 00:00:00,2015-12-04 00:00:00,2015,12,2015-12-04,2016-01-07 00:00:00,0,Netherlands
3154,0062000000gpXxK,Closed Deferred,Prospect,"(u'Prospect', u'Closed Deferred')",stage_change,Stage,Closed Deferred,34 days 09:42:00.000000000,34,2015-12-04 00:00:00,2015-12-04 00:00:00,2016,1,2016-01-07,2016-01-07 00:00:00,0,Netherlands
3155,0062000000RJgM3,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 03:53:00.000000000,0,2013-01-28 00:00:00,2013-01-28 00:00:00,2013,1,2013-01-28,,0,Netherlands
3156,0062000000RJgM3,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,0 days 04:00:00.000000000,0,2013-01-28 00:00:00,2013-01-28 00:00:00,2013,1,2013-01-28,,20,Netherlands
3157,0062000000RJgM3,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,428 days 08:05:00.000000000,428,2013-01-28 00:00:00,2013-01-28 00:00:00,2014,4,2014-04-01,,0,Netherlands
3158,0062000000WlLpH,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 08:06:00.000000000,0,2014-04-01 00:00:00,2014-04-01 00:00:00,2014,4,2014-04-01,,0,Netherlands
3159,0062000000WlLpH,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Deferred,10 days 04:53:00.000000000,10,2014-04-01 00:00:00,2014-04-01 00:00:00,2014,4,2014-04-11,,20,Netherlands
3160,0062000000WlLpH,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,271 days 08:45:00.000000000,271,2014-04-01 00:00:00,2014-04-11 00:00:00,2015,1,2015-01-07,,0,Netherlands
3161,0062000000U7fsn,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 22:56:00.000000000,0,2013-06-20 00:00:00,2013-06-20 00:00:00,2013,6,2013-06-20,2015-09-13 00:00:00,0,United States
3162,0062000000U7fsn,Short List,Prospect,"(u'Prospect', u'Short List')",stage_change,Stage,Closed Deferred,0 days 22:57:00.000000000,0,2013-06-20 00:00:00,2013-06-20 00:00:00,2013,6,2013-06-20,2015-09-13 00:00:00,50,United States
3164,0062000000U7fsn,Short List,Negotiation/Review,"(u'Negotiation/Review', u'Short List')",stage_change,Stage,Closed Deferred,115 days 10:26:00.000000000,115,2013-06-20 00:00:00,2013-09-04 00:00:00,2013,12,2013-12-28,2015-09-13 00:00:00,50,United States
3165,0062000000U7fsn,Buying Process id.,Short List,"(u'Short List', u'Buying Process id.')",stage_change,Stage,Closed Deferred,103 days 08:24:00.000000000,103,2013-06-20 00:00:00,2013-12-28 00:00:00,2014,4,2014-04-10,2015-09-13 00:00:00,40,United States
3166,0062000000YcBSU,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 11:13:00.000000000,0,2014-07-13 00:00:00,2014-07-13 00:00:00,2014,7,2014-07-13,,0,United States
3167,0062000000YcBSU,Closed Deferred,Prospect,"(u'Prospect', u'Closed Deferred')",stage_change,Stage,Closed Deferred,5 days 11:54:00.000000000,5,2014-07-13 00:00:00,2014-07-13 00:00:00,2014,7,2014-07-18,,0,United States
3168,0062000000U7fsn,Closed Deferred,Buying Process id.,"(u'Buying Process id.', u'Closed Deferred')",stage_change,Stage,Closed Deferred,521 days 13:37:00.000000000,521,2013-06-20 00:00:00,2014-04-10 00:00:00,2015,9,2015-09-13,2015-09-13 00:00:00,0,United States
3169,0062000000YcBSo,Created,Created,"('Created', 'Created')",opp_created,Created.,Prospect,0 days 11:16:00.000000000,0,2014-07-13 00:00:00,2014-07-13 00:00:00,2014,7,2014-07-13,2016-04-20 00:00:00,0,United States
3170,0062000000YcBSo,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Prospect,122 days 11:18:00.000000000,122,2014-07-13 00:00:00,2014-07-13 00:00:00,2014,11,2014-11-12,2016-04-20 00:00:00,20,United States
3171,0062000000YcBSo,Prospect,Qualified,"(u'Qualified', u'Prospect')",stage_change,Stage,Prospect,342 days 10:14:00.000000000,342,2014-07-13 00:00:00,2014-11-12 00:00:00,2015,10,2015-10-20,2016-04-20 00:00:00,10,United States
3172,0062000000YcBSo,Qualified,Prospect,"(u'Prospect', u'Qualified')",stage_change,Stage,Prospect,0 days 10:14:00.000000000,0,2014-07-13 00:00:00,2015-10-20 00:00:00,2015,10,2015-10-20,2016-04-20 00:00:00,20,United States
3173,0062000000YcBSo,Prospect,Qualified,"(u'Qualified', u'Prospect')",stage_change,Stage,Prospect,0 days 10:16:00.000000000,0,2014-07-13 00:00:00,2015-10-20 00:00:00,2015,10,2015-10-20,2016-04-20 00:00:00,10,United States
3174,0062000000YcBSo,Qualified,Prospect,"(u'Prospect', u'Qualified')",stage_change,Stage,Prospect,9 days 11:40:00.000000000,9,2014-07-13 00:00:00,2015-10-20 00:00:00,2015,10,2015-10-29,2016-04-20 00:00:00,20,United States
3175,0062000000YcBSo,Re-Qualify,Qualified,"(u'Qualified', u'Re-Qualify')",stage_change,Stage,Prospect,14 days 11:42:00.000000000,14,2014-07-13 00:00:00,2015-10-29 00:00:00,2015,11,2015-11-12,2016-04-20 00:00:00,0,United States
3176,0062000000YcBSo,Closed Deferred,Re-Qualify,"(u'Re-Qualify', u'Closed Deferred')",stage_change,Stage,Prospect,160 days 16:36:00.000000000,160,2014-07-13 00:00:00,2015-11-12 00:00:00,2016,4,2016-04-20,2016-04-20 00:00:00,0,United States
3177,0062000000YcBSo,Prospect,Closed Deferred,"(u'Closed Deferred', u'Prospect')",stage_change,Stage,Prospect,0 days 16:36:00.000000000,0,2014-07-13 00:00:00,2016-04-20 00:00:00,2016,4,2016-04-20,2016-04-20 00:00:00,10,United States
3178,0062000000WWrUk,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 10:08:00.000000000,0,2014-03-19 00:00:00,2014-03-19 00:00:00,2014,3,2014-03-19,,0,United Kingdom
3179,0062000000WWrUk,Buying Process id.,Prospect,"(u'Prospect', u'Buying Process id.')",stage_change,Stage,Closed Deferred,0 days 10:09:00.000000000,0,2014-03-19 00:00:00,2014-03-19 00:00:00,2014,3,2014-03-19,,40,United Kingdom
3180,0062000000WWrUk,Closed Deferred,Buying Process id.,"(u'Buying Process id.', u'Closed Deferred')",stage_change,Stage,Closed Deferred,182 days 03:20:00.000000000,182,2014-03-19 00:00:00,2014-03-19 00:00:00,2014,9,2014-09-17,,0,United Kingdom
3181,0062000000ZaqA3,Created,Created,"('Created', 'Created')",opp_created,Created.,Closed Deferred,0 days 12:16:00.000000000,0,2014-08-29 00:00:00,2014-08-29 00:00:00,2014,8,2014-08-29,,0,France
3182,0062000000ZaqA3,Closed Deferred,Qualified,"('Qualified', u'Closed Deferred')",stage_change,Stage,Closed Deferred,131 days 08:04:00.000000000,131,2014-08-29 00:00:00,2014-08-29 00:00:00,2015,1,2015-01-07,,0,France
3183,0062000000hDzPp,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Won,0 days 15:53:00.000000000,0,2016-01-07 00:00:00,2016-01-07 00:00:00,2016,1,2016-01-07,2016-06-09 00:00:00,0,United States
3184,0062000000hDzPp,Qualified,Prospect,"(u'Prospect', u'Qualified')",stage_change,Stage,Closed Won,6 days 11:54:00.000000000,6,2016-01-07 00:00:00,2016-01-07 00:00:00,2016,1,2016-01-13,2016-06-09 00:00:00,20,United States
3186,0062000000hDzPp,Chosen Vendor,Short List,"(u'Short List', u'Chosen Vendor')",stage_change,Stage,Closed Won,118 days 11:02:00.000000000,118,2016-01-07 00:00:00,2016-01-22 00:00:00,2016,5,2016-05-19,2016-06-09 00:00:00,70,United States
3187,0062000000hDzPp,Negotiation/Review,Chosen Vendor,"(u'Chosen Vendor', u'Negotiation/Review')",stage_change,Stage,Closed Won,13 days 17:41:00.000000000,13,2016-01-07 00:00:00,2016-05-19 00:00:00,2016,6,2016-06-01,2016-06-09 00:00:00,80,United States
3188,0062000000hDzPp,PO In Progress,Negotiation/Review,"(u'Negotiation/Review', u'PO In Progress')",stage_change,Stage,Closed Won,8 days 13:30:00.000000000,8,2016-01-07 00:00:00,2016-06-01 00:00:00,2016,6,2016-06-09,2016-06-09 00:00:00,90,United States
3189,0062000000hDzPp,Closed Won,PO In Progress,"(u'PO In Progress', u'Closed Won')",stage_change,Stage,Closed Won,0 days 14:18:00.000000000,0,2016-01-07 00:00:00,2016-06-09 00:00:00,2016,6,2016-06-09,2016-06-09 00:00:00,100,United States
3190,0062000000hh9jO,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Deferred,0 days 11:55:00.000000000,0,2016-03-02 00:00:00,2016-03-02 00:00:00,2016,3,2016-03-02,2016-04-27 00:00:00,0,United States
3191,0062000000hh9jO,Re-Qualify,Prospect,"(u'Prospect', u'Re-Qualify')",stage_change,Stage,Closed Deferred,55 days 12:04:00.000000000,55,2016-03-02 00:00:00,2016-03-02 00:00:00,2016,4,2016-04-26,2016-04-27 00:00:00,0,United States
3192,0062000000hh9jO,Closed Deferred,Re-Qualify,"(u'Re-Qualify', u'Closed Deferred')",stage_change,Stage,Closed Deferred,1 days 09:25:00.000000000,1,2016-03-02 00:00:00,2016-04-26 00:00:00,2016,4,2016-04-27,2016-04-27 00:00:00,0,United States
3193,0062000000ehHFU,Created,Created,"('Created', 'Created')",opp_created,Created by lead convert,Closed Lost,0 days 12:34:00.000000000,0,2015-08-03 00:00:00,2015-08-03 00:00:00,2015,8,2015-08-03,2016-02-24 00:00:00,0,United States
3194,0062000000ehHFU,Qualified,Prospect,"(u'Prospect', 'Qualified')",stage_change,Stage,Closed Lost,8 days 10:48:00.000000000,8,2015-08-03 00:00:00,2015-08-03 00:00:00,2015,8,2015-08-11,2016-02-24 00:00:00,20,United States
