OpportunityID,Event,FieldEvent,OldValue,NewValue,Stage,Probability,StageLength,days_in_stage,CreatedDate,ModifiedDate,from_date,EditDate,EditYear,EditMonth,StageChangeDate,AccountCountry,StageDuration,Age,OldNewStage
0062000000grJkJ,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 16:32:00.000000000,0,12/17/15 0:00,12/17/15 0:00,12/17/15 0:00,12/17/15 16:32,2015,12,5/10/16 0:00,United States,34,145,"(Created, Created)"
0062000000grJkJ,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,145 days 15:00:00.000000000,145,12/17/15 0:00,5/10/16 0:00,12/17/15 0:00,5/10/16 15:00,2016,5,5/10/16 0:00,United States,34,145,"(Prospect, Closed Deferred)"
0062000000WVrRA,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 06:01:00.000000000,0,3/13/14 0:00,3/13/14 0:00,3/13/14 0:00,3/13/14 6:01,2014,3,,United States,810,201,"(Created, Created)"
0062000000WVrRA,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 06:02:00.000000000,0,3/13/14 0:00,3/13/14 0:00,3/13/14 0:00,3/13/14 6:02,2014,3,,United States,810,201,"(Prospect, Qualified)"
0062000000WVrRA,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,13 days 15:29:00.000000000,13,3/13/14 0:00,3/26/14 0:00,3/13/14 0:00,3/26/14 15:29,2014,3,,United States,810,201,"(Qualified, Closed Deferred)"
0062000000WVrTG,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 06:02:00.000000000,0,3/13/14 0:00,3/13/14 0:00,3/13/14 0:00,3/13/14 6:02,2014,3,4/4/16 0:00,United States,70,753,"(Created, Created)"
0062000000WVrTG,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,9 days 06:46:00.000000000,9,3/13/14 0:00,3/22/14 0:00,3/13/14 0:00,3/22/14 6:46,2014,3,4/4/16 0:00,United States,70,753,"(Prospect, Qualified)"
0062000000WVrTG,stage_change,Stage,Qualified,Prospect,Closed Deferred,0,9 days 15:44:00.000000000,9,3/13/14 0:00,3/31/14 0:00,3/22/14 0:00,3/31/14 15:44,2014,3,4/4/16 0:00,United States,70,753,"(Qualified, Prospect)"
0062000000WVrTG,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,4 days 15:42:00.000000000,4,3/13/14 0:00,4/4/14 0:00,3/31/14 0:00,4/4/14 15:42,2014,4,4/4/16 0:00,United States,70,753,"(Prospect, Qualified)"
0062000000WVrTG,stage_change,Stage,Qualified,Buying Process id.,Closed Deferred,0,53 days 12:04:00.000000000,53,3/13/14 0:00,5/27/14 0:00,4/4/14 0:00,5/27/14 12:04,2014,5,4/4/16 0:00,United States,70,753,"(Qualified, Buying Process id.)"
0062000000WVrTG,stage_change,Stage,Buying Process id.,Closed Deferred,Closed Deferred,0,101 days 14:31:00.000000000,101,3/13/14 0:00,9/5/14 0:00,5/27/14 0:00,9/5/14 14:31,2014,9,4/4/16 0:00,United States,70,753,"(Buying Process id., Closed Deferred)"
0062000000WVrTG,stage_change,Stage,Closed Deferred,Qualified,Closed Deferred,0,328 days 13:25:00.000000000,328,3/13/14 0:00,7/30/15 0:00,9/5/14 0:00,7/30/15 13:25,2015,7,4/4/16 0:00,United States,70,753,"(Closed Deferred, Qualified)"
0062000000WVrTG,stage_change,Stage,Qualified,Prospect,Closed Deferred,0,6 days 15:46:00.000000000,6,3/13/14 0:00,8/5/15 0:00,7/30/15 0:00,8/5/15 15:46,2015,8,4/4/16 0:00,United States,70,753,"(Qualified, Prospect)"
0062000000WVrTG,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,92 days 09:50:00.000000000,92,3/13/14 0:00,11/5/15 0:00,8/5/15 0:00,11/5/15 9:50,2015,11,4/4/16 0:00,United States,70,753,"(Prospect, Qualified)"
0062000000WVrTG,stage_change,Stage,Qualified,Prospect,Closed Deferred,0,60 days 14:51:00.000000000,60,3/13/14 0:00,1/4/16 0:00,11/5/15 0:00,1/4/16 14:51,2016,1,4/4/16 0:00,United States,70,753,"(Qualified, Prospect)"
0062000000WVrTG,stage_change,Stage,Prospect,Re-Qualify,Closed Deferred,0,46 days 09:36:00.000000000,46,3/13/14 0:00,2/19/16 0:00,1/4/16 0:00,2/19/16 9:36,2016,2,4/4/16 0:00,United States,70,753,"(Prospect, Re-Qualify)"
0062000000WVrTG,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,45 days 17:48:00.000000000,45,3/13/14 0:00,4/4/16 0:00,2/19/16 0:00,4/4/16 17:48,2016,4,4/4/16 0:00,United States,70,753,"(Re-Qualify, Closed Deferred)"
0062000000aXBXr,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 14:17:00.000000000,0,10/22/14 0:00,10/22/14 0:00,10/22/14 0:00,10/22/14 14:17,2014,10,,United States,566,182,"(Created, Created)"
0062000000aXBXr,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,34 days 11:04:00.000000000,34,10/22/14 0:00,11/25/14 0:00,10/22/14 0:00,11/25/14 11:04,2014,11,,United States,566,182,"(Prospect, Closed Deferred)"
0062000000chxI4,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 17:45:00.000000000,0,3/6/15 0:00,3/6/15 0:00,3/6/15 0:00,3/6/15 17:45,2015,3,5/10/16 0:00,United States,34,431,"(Created, Created)"
0062000000chxI4,stage_change,Stage,Prospect,Buying Process id.,Closed Deferred,0,32 days 16:09:00.000000000,32,3/6/15 0:00,4/7/15 0:00,3/6/15 0:00,4/7/15 16:09,2015,4,5/10/16 0:00,United States,34,431,"(Prospect, Buying Process id.)"
0062000000chxI4,stage_change,Stage,Buying Process id.,Closed Deferred,Closed Deferred,0,399 days 15:47:00.000000000,399,3/6/15 0:00,5/10/16 0:00,4/7/15 0:00,5/10/16 15:47,2016,5,5/10/16 0:00,United States,34,431,"(Buying Process id., Closed Deferred)"
0062000000Yc6uE,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 12:29:00.000000000,0,7/11/14 0:00,7/11/14 0:00,7/11/14 0:00,7/11/14 12:29,2014,7,10/19/15 0:00,United States,238,629,"(Created, Created)"
0062000000Yc6uE,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,40 days 14:28:00.000000000,40,7/11/14 0:00,8/20/14 0:00,7/11/14 0:00,8/20/14 14:28,2014,8,10/19/15 0:00,United States,238,629,"(Prospect, Qualified)"
0062000000Yc6uE,stage_change,Stage,Qualified,Buying Process id.,Closed Deferred,0,71 days 12:33:00.000000000,71,7/11/14 0:00,10/30/14 0:00,8/20/14 0:00,10/30/14 12:33,2014,10,10/19/15 0:00,United States,238,629,"(Qualified, Buying Process id.)"
0062000000Yc6uE,stage_change,Stage,Buying Process id.,Prospect,Closed Deferred,0,68 days 16:06:00.000000000,68,7/11/14 0:00,1/6/15 0:00,10/30/14 0:00,1/6/15 16:06,2015,1,10/19/15 0:00,United States,238,629,"(Buying Process id., Prospect)"
0062000000Yc6uE,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,218 days 16:34:00.000000000,218,7/11/14 0:00,8/12/15 0:00,1/6/15 0:00,8/12/15 16:34,2015,8,10/19/15 0:00,United States,238,629,"(Prospect, Qualified)"
0062000000Yc6uE,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,68 days 12:44:00.000000000,68,7/11/14 0:00,10/19/15 0:00,8/12/15 0:00,10/19/15 12:44,2015,10,10/19/15 0:00,United States,238,629,"(Qualified, Closed Deferred)"
0062000000goqoq,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 13:03:00.000000000,0,11/30/15 0:00,11/30/15 0:00,11/30/15 0:00,11/30/15 13:03,2015,11,3/25/16 0:00,United States,80,196,"(Created, Created)"
0062000000goqoq,stage_change,Stage,Prospect,Qualified,Qualified,20,116 days 12:34:00.000000000,116,11/30/15 0:00,3/25/16 0:00,11/30/15 0:00,3/25/16 12:34,2016,3,3/25/16 0:00,United States,80,196,"(Prospect, Qualified)"
0062000000fBcVS,opp_created,Created by lead convert,Created,Created,Negotiation/Review,80,0 days 12:10:00.000000000,0,9/14/15 0:00,9/14/15 0:00,9/14/15 0:00,9/14/15 12:10,2015,9,5/16/16 0:00,United States,28,273,"(Created, Created)"
0062000000fBcVS,stage_change,Stage,Prospect,Qualified,Negotiation/Review,80,0 days 12:18:00.000000000,0,9/14/15 0:00,9/14/15 0:00,9/14/15 0:00,9/14/15 12:18,2015,9,5/16/16 0:00,United States,28,273,"(Prospect, Qualified)"
0062000000fBcVS,stage_change,Stage,Qualified,Buying Process id.,Negotiation/Review,80,38 days 11:25:00.000000000,38,9/14/15 0:00,10/22/15 0:00,9/14/15 0:00,10/22/15 11:25,2015,10,5/16/16 0:00,United States,28,273,"(Qualified, Buying Process id.)"
0062000000fBcVS,stage_change,Stage,Buying Process id.,Short List,Negotiation/Review,80,82 days 12:18:00.000000000,82,9/14/15 0:00,1/12/16 0:00,10/22/15 0:00,1/12/16 12:18,2016,1,5/16/16 0:00,United States,28,273,"(Buying Process id., Short List)"
0062000000fBcVS,stage_change,Stage,Short List,Chosen Vendor,Negotiation/Review,80,22 days 11:01:00.000000000,22,9/14/15 0:00,2/3/16 0:00,1/12/16 0:00,2/3/16 11:01,2016,2,5/16/16 0:00,United States,28,273,"(Short List, Chosen Vendor)"
0062000000fBcVS,stage_change,Stage,Chosen Vendor,Negotiation/Review,Negotiation/Review,80,103 days 13:44:00.000000000,103,9/14/15 0:00,5/16/16 0:00,2/3/16 0:00,5/16/16 13:44,2016,5,5/16/16 0:00,United States,28,273,"(Chosen Vendor, Negotiation/Review)"
0062000000i0Y6p,opp_created,Created by lead convert,Created,Created,Closed Lost,0,0 days 04:30:00.000000000,0,4/4/16 0:00,4/4/16 0:00,4/4/16 0:00,4/4/16 4:30,2016,4,5/13/16 0:00,,31,39,"(Created, Created)"
0062000000i0Y6p,stage_change,Stage,Prospect,Qualified,Closed Lost,0,0 days 04:31:00.000000000,0,4/4/16 0:00,4/4/16 0:00,4/4/16 0:00,4/4/16 4:31,2016,4,5/13/16 0:00,,31,39,"(Prospect, Qualified)"
0062000000i0Y6p,stage_change,Stage,Qualified,Closed Lost,Closed Lost,0,39 days 08:51:00.000000000,39,4/4/16 0:00,5/13/16 0:00,4/4/16 0:00,5/13/16 8:51,2016,5,5/13/16 0:00,,31,39,"(Qualified, Closed Lost)"
0062000000eCtoZ,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:32:00.000000000,0,6/22/15 0:00,6/22/15 0:00,6/22/15 0:00,6/22/15 10:32,2015,6,5/16/16 0:00,United Kingdom,28,329,"(Created, Created)"
0062000000eCtoZ,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,92 days 05:01:00.000000000,92,6/22/15 0:00,9/22/15 0:00,6/22/15 0:00,9/22/15 5:01,2015,9,5/16/16 0:00,United Kingdom,28,329,"(Prospect, Qualified)"
0062000000eCtoZ,stage_change,Stage,Qualified,Short List,Closed Deferred,0,87 days 05:43:00.000000000,87,6/22/15 0:00,12/18/15 0:00,9/22/15 0:00,12/18/15 5:43,2015,12,5/16/16 0:00,United Kingdom,28,329,"(Qualified, Short List)"
0062000000eCtoZ,stage_change,Stage,Short List,Buying Process id.,Closed Deferred,0,46 days 15:11:00.000000000,46,6/22/15 0:00,2/2/16 0:00,12/18/15 0:00,2/2/16 15:11,2016,2,5/16/16 0:00,United Kingdom,28,329,"(Short List, Buying Process id.)"
0062000000eCtoZ,stage_change,Stage,Buying Process id.,Closed Deferred,Closed Deferred,0,104 days 03:32:00.000000000,104,6/22/15 0:00,5/16/16 0:00,2/2/16 0:00,5/16/16 3:32,2016,5,5/16/16 0:00,United Kingdom,28,329,"(Buying Process id., Closed Deferred)"
0062000000fV2NH,opp_created,Created by lead convert,Created,Created,Buying Process id.,40,0 days 08:45:00.000000000,0,9/30/15 0:00,9/30/15 0:00,9/30/15 0:00,9/30/15 8:45,2015,9,1/12/16 0:00,United States,153,257,"(Created, Created)"
0062000000fV2NH,stage_change,Stage,Prospect,Qualified,Buying Process id.,40,36 days 16:14:00.000000000,36,9/30/15 0:00,11/5/15 0:00,9/30/15 0:00,11/5/15 16:14,2015,11,1/12/16 0:00,United States,153,257,"(Prospect, Qualified)"
0062000000fV2NH,stage_change,Stage,Qualified,Buying Process id.,Buying Process id.,40,68 days 13:32:00.000000000,68,9/30/15 0:00,1/12/16 0:00,11/5/15 0:00,1/12/16 13:32,2016,1,1/12/16 0:00,United States,153,257,"(Qualified, Buying Process id.)"
0062000000aHtlb,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 11:33:00.000000000,0,10/18/14 0:00,10/18/14 0:00,10/18/14 0:00,10/18/14 11:33,2014,10,2/3/16 0:00,United States,131,473,"(Created, Created)"
0062000000aHtlb,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,473 days 11:05:00.000000000,473,10/18/14 0:00,2/3/16 0:00,10/18/14 0:00,2/3/16 11:05,2016,2,2/3/16 0:00,United States,131,473,"(Prospect, Qualified)"
0062000000aHtlb,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,0 days 11:06:00.000000000,0,10/18/14 0:00,2/3/16 0:00,2/3/16 0:00,2/3/16 11:06,2016,2,2/3/16 0:00,United States,131,473,"(Qualified, Closed Deferred)"
0062000000gsUMB,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 11:22:00.000000000,0,1/4/16 0:00,1/4/16 0:00,1/4/16 0:00,1/4/16 11:22,2016,1,6/10/16 0:00,United States,3,161,"(Created, Created)"
0062000000gsUMB,stage_change,Stage,Prospect,Qualified,Qualified,20,8 days 17:57:00.000000000,8,1/4/16 0:00,1/12/16 0:00,1/4/16 0:00,1/12/16 17:57,2016,1,6/10/16 0:00,United States,3,161,"(Prospect, Qualified)"
0062000000gsUMB,stage_change,Stage,Qualified,Short List,Qualified,20,43 days 12:03:00.000000000,43,1/4/16 0:00,2/24/16 0:00,1/12/16 0:00,2/24/16 12:03,2016,2,6/10/16 0:00,United States,3,161,"(Qualified, Short List)"
0062000000gsUMB,stage_change,Stage,Short List,Closed Deferred,Qualified,20,2 days 14:48:00.000000000,2,1/4/16 0:00,2/26/16 0:00,2/24/16 0:00,2/26/16 14:48,2016,2,6/10/16 0:00,United States,3,161,"(Short List, Closed Deferred)"
0062000000gsUMB,stage_change,Stage,Closed Deferred,Qualified,Qualified,20,105 days 14:21:00.000000000,105,1/4/16 0:00,6/10/16 0:00,2/26/16 0:00,6/10/16 14:21,2016,6,6/10/16 0:00,United States,3,161,"(Closed Deferred, Qualified)"
0062000000eepPr,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 16:11:00.000000000,0,7/14/15 0:00,7/14/15 0:00,7/14/15 0:00,7/14/15 16:11,2015,7,4/25/16 0:00,United States,49,286,"(Created, Created)"
0062000000eepPr,stage_change,Stage,Prospect,Buying Process id.,Closed Deferred,0,35 days 17:46:00.000000000,35,7/14/15 0:00,8/18/15 0:00,7/14/15 0:00,8/18/15 17:46,2015,8,4/25/16 0:00,United States,49,286,"(Prospect, Buying Process id.)"
0062000000eepPr,stage_change,Stage,Buying Process id.,Re-Qualify,Closed Deferred,0,231 days 12:07:00.000000000,231,7/14/15 0:00,4/5/16 0:00,8/18/15 0:00,4/5/16 12:07,2016,4,4/25/16 0:00,United States,49,286,"(Buying Process id., Re-Qualify)"
0062000000eepPr,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,20 days 15:42:00.000000000,20,7/14/15 0:00,4/25/16 0:00,4/5/16 0:00,4/25/16 15:42,2016,4,4/25/16 0:00,United States,49,286,"(Re-Qualify, Closed Deferred)"
0062000000dhfVC,opp_created,Created by lead convert,Created,Created,Closed Lost,0,0 days 10:05:00.000000000,0,6/8/15 0:00,6/8/15 0:00,6/8/15 0:00,6/8/15 10:05,2015,6,10/16/15 0:00,United States,241,145,"(Created, Created)"
0062000000dhfVC,stage_change,Stage,Prospect,Qualified,Closed Lost,0,10 days 06:40:00.000000000,10,6/8/15 0:00,6/18/15 0:00,6/8/15 0:00,6/18/15 6:40,2015,6,10/16/15 0:00,United States,241,145,"(Prospect, Qualified)"
0062000000dhfVC,stage_change,Stage,Qualified,Closed Lost,Closed Lost,0,120 days 05:59:00.000000000,120,6/8/15 0:00,10/16/15 0:00,6/18/15 0:00,10/16/15 5:59,2015,10,10/16/15 0:00,United States,241,145,"(Qualified, Closed Lost)"
0062000000hdWTX,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 14:27:00.000000000,0,2/8/16 0:00,2/8/16 0:00,2/8/16 0:00,2/8/16 14:27,2016,2,4/20/16 0:00,United States,54,72,"(Created, Created)"
0062000000hdWTX,stage_change,Stage,Prospect,Re-Qualify,Closed Deferred,0,43 days 18:15:00.000000000,43,2/8/16 0:00,3/22/16 0:00,2/8/16 0:00,3/22/16 18:15,2016,3,4/20/16 0:00,United States,54,72,"(Prospect, Re-Qualify)"
0062000000hdWTX,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,29 days 16:26:00.000000000,29,2/8/16 0:00,4/20/16 0:00,3/22/16 0:00,4/20/16 16:26,2016,4,4/20/16 0:00,United States,54,72,"(Re-Qualify, Closed Deferred)"
0062000000eBoDy,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 15:47:00.000000000,0,6/12/15 0:00,6/12/15 0:00,6/12/15 0:00,6/12/15 15:47,2015,6,10/20/15 0:00,United States,237,445,"(Created, Created)"
0062000000eBoDy,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,105 days 14:17:00.000000000,105,6/12/15 0:00,9/25/15 0:00,6/12/15 0:00,9/25/15 14:17,2015,9,10/20/15 0:00,United States,237,445,"(Prospect, Qualified)"
0062000000eBoDy,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,25 days 10:02:00.000000000,25,6/12/15 0:00,10/20/15 0:00,9/25/15 0:00,10/20/15 10:02,2015,10,10/20/15 0:00,United States,237,445,"(Qualified, Closed Deferred)"
0062000000WkPYq,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 08:58:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:58,2014,3,,United States,675,370,"(Created, Created)"
0062000000WkPYq,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,135 days 16:27:00.000000000,135,3/26/14 0:00,8/8/14 0:00,3/26/14 0:00,8/8/14 16:27,2014,8,,United States,675,370,"(Prospect, Closed Deferred)"
0062000000axdLI,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 17:12:00.000000000,0,12/2/14 0:00,12/2/14 0:00,12/2/14 0:00,12/2/14 17:12,2014,12,3/25/16 0:00,United States,80,479,"(Created, Created)"
0062000000axdLI,stage_change,Stage,Prospect,Buying Process id.,Closed Deferred,0,2 days 11:07:00.000000000,2,12/2/14 0:00,12/4/14 0:00,12/2/14 0:00,12/4/14 11:07,2014,12,3/25/16 0:00,United States,80,479,"(Prospect, Buying Process id.)"
0062000000axdLI,stage_change,Stage,Buying Process id.,Qualified,Closed Deferred,0,278 days 13:35:00.000000000,278,12/2/14 0:00,9/8/15 0:00,12/4/14 0:00,9/8/15 13:35,2015,9,3/25/16 0:00,United States,80,479,"(Buying Process id., Qualified)"
0062000000axdLI,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,199 days 12:37:00.000000000,199,12/2/14 0:00,3/25/16 0:00,9/8/15 0:00,3/25/16 12:37,2016,3,3/25/16 0:00,United States,80,479,"(Qualified, Closed Deferred)"
0062000000ZbArO,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 14:22:00.000000000,0,9/2/14 0:00,9/2/14 0:00,9/2/14 0:00,9/2/14 14:22,2014,9,9/14/15 0:00,United States,273,440,"(Created, Created)"
0062000000ZbArO,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,17 days 18:11:00.000000000,17,9/2/14 0:00,9/19/14 0:00,9/2/14 0:00,9/19/14 18:11,2014,9,9/14/15 0:00,United States,273,440,"(Prospect, Qualified)"
0062000000ZbArO,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,360 days 14:11:00.000000000,360,9/2/14 0:00,9/14/15 0:00,9/19/14 0:00,9/14/15 14:11,2015,9,9/14/15 0:00,United States,273,440,"(Qualified, Closed Deferred)"
0062000000bLkW8,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 17:50:00.000000000,0,12/15/14 0:00,12/15/14 0:00,12/15/14 0:00,12/15/14 17:50,2014,12,,United States,455,182,"(Created, Created)"
0062000000bLkW8,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,33 days 13:42:00.000000000,33,12/15/14 0:00,1/17/15 0:00,12/15/14 0:00,1/17/15 13:42,2015,1,,United States,455,182,"(Prospect, Qualified)"
0062000000bLkW8,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,58 days 12:25:00.000000000,58,12/15/14 0:00,3/16/15 0:00,1/17/15 0:00,3/16/15 12:25,2015,3,,United States,455,182,"(Qualified, Closed Deferred)"
0062000000dfc5x,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:23:00.000000000,0,5/20/15 0:00,5/20/15 0:00,5/20/15 0:00,5/20/15 10:23,2015,5,11/16/15 0:00,United States,210,586,"(Created, Created)"
0062000000dfc5x,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,180 days 09:39:00.000000000,180,5/20/15 0:00,11/16/15 0:00,5/20/15 0:00,11/16/15 9:39,2015,11,11/16/15 0:00,United States,210,586,"(Prospect, Closed Deferred)"
0062000000efdhP,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 16:20:00.000000000,0,7/21/15 0:00,7/21/15 0:00,7/21/15 0:00,7/21/15 16:20,2015,7,1/29/16 0:00,United States,136,328,"(Created, Created)"
0062000000efdhP,stage_change,Stage,Prospect,Buying Process id.,Qualified,20,1 days 13:12:00.000000000,1,7/21/15 0:00,7/22/15 0:00,7/21/15 0:00,7/22/15 13:12,2015,7,1/29/16 0:00,United States,136,328,"(Prospect, Buying Process id.)"
0062000000efdhP,stage_change,Stage,Buying Process id.,Qualified,Qualified,20,191 days 11:20:00.000000000,191,7/21/15 0:00,1/29/16 0:00,7/22/15 0:00,1/29/16 11:20,2016,1,1/29/16 0:00,United States,136,328,"(Buying Process id., Qualified)"
0062000000eBYe7,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 07:09:00.000000000,0,6/11/15 0:00,6/11/15 0:00,6/11/15 0:00,6/11/15 7:09,2015,6,5/10/16 0:00,United States,34,334,"(Created, Created)"
0062000000eBYe7,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,50 days 18:08:00.000000000,50,6/11/15 0:00,7/31/15 0:00,6/11/15 0:00,7/31/15 18:08,2015,7,5/10/16 0:00,United States,34,334,"(Prospect, Qualified)"
0062000000eBYe7,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,284 days 13:43:00.000000000,284,6/11/15 0:00,5/10/16 0:00,7/31/15 0:00,5/10/16 13:43,2016,5,5/10/16 0:00,United States,34,334,"(Qualified, Closed Deferred)"
0062000000YaL9n,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:53:00.000000000,0,7/1/14 0:00,7/1/14 0:00,7/1/14 0:00,7/1/14 10:53,2014,7,4/21/16 0:00,United States,52,911,"(Created, Created)"
0062000000YaL9n,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,14 days 10:03:00.000000000,14,7/1/14 0:00,7/15/14 0:00,7/1/14 0:00,7/15/14 10:03,2014,7,4/21/16 0:00,United States,52,911,"(Prospect, Qualified)"
0062000000YaL9n,stage_change,Stage,Qualified,Buying Process id.,Closed Deferred,0,3 days 10:02:00.000000000,3,7/1/14 0:00,7/18/14 0:00,7/15/14 0:00,7/18/14 10:02,2014,7,4/21/16 0:00,United States,52,911,"(Qualified, Buying Process id.)"
0062000000YaL9n,stage_change,Stage,Buying Process id.,Qualified,Closed Deferred,0,171 days 15:25:00.000000000,171,7/1/14 0:00,1/5/15 0:00,7/18/14 0:00,1/5/15 15:25,2015,1,4/21/16 0:00,United States,52,911,"(Buying Process id., Qualified)"
0062000000YaL9n,stage_change,Stage,Qualified,Prospect,Closed Deferred,0,2 days 10:26:00.000000000,2,7/1/14 0:00,1/7/15 0:00,1/5/15 0:00,1/7/15 10:26,2015,1,4/21/16 0:00,United States,52,911,"(Qualified, Prospect)"
0062000000YaL9n,stage_change,Stage,Prospect,Re-Qualify,Closed Deferred,0,392 days 10:45:00.000000000,392,7/1/14 0:00,2/3/16 0:00,1/7/15 0:00,2/3/16 10:45,2016,2,4/21/16 0:00,United States,52,911,"(Prospect, Re-Qualify)"
0062000000YaL9n,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,78 days 20:07:00.000000000,78,7/1/14 0:00,4/21/16 0:00,2/3/16 0:00,4/21/16 20:07,2016,4,4/21/16 0:00,United States,52,911,"(Re-Qualify, Closed Deferred)"
0062000000ZLqSW,opp_created,Created by lead convert,Created,Created,Closed Won,100,0 days 14:07:00.000000000,0,8/7/14 0:00,8/7/14 0:00,8/7/14 0:00,8/7/14 14:07,2014,8,,United States,591,85,"(Created, Created)"
0062000000ZLqSW,stage_change,Stage,Prospect,Qualified,Closed Won,100,13 days 14:41:00.000000000,13,8/7/14 0:00,8/20/14 0:00,8/7/14 0:00,8/20/14 14:41,2014,8,,United States,591,85,"(Prospect, Qualified)"
0062000000ZLqSW,stage_change,Stage,Qualified,Buying Process id.,Closed Won,100,42 days 11:49:00.000000000,42,8/7/14 0:00,10/1/14 0:00,8/20/14 0:00,10/1/14 11:49,2014,10,,United States,591,85,"(Qualified, Buying Process id.)"
0062000000ZLqSW,stage_change,Stage,Buying Process id.,Negotiation/Review,Closed Won,100,7 days 16:46:00.000000000,7,8/7/14 0:00,10/8/14 0:00,10/1/14 0:00,10/8/14 16:46,2014,10,,United States,591,85,"(Buying Process id., Negotiation/Review)"
0062000000ZLqSW,stage_change,Stage,Negotiation/Review,Closed Won,Closed Won,100,23 days 12:39:00.000000000,23,8/7/14 0:00,10/31/14 0:00,10/8/14 0:00,10/31/14 12:39,2014,10,,United States,591,85,"(Negotiation/Review, Closed Won)"
0062000000ZLqSW,stage_change,Stage,Closed Won,Negotiation/Review,Closed Won,100,0 days 14:56:00.000000000,0,8/7/14 0:00,10/31/14 0:00,10/31/14 0:00,10/31/14 14:56,2014,10,,United States,591,85,"(Closed Won, Negotiation/Review)"
0062000000ZLqSW,stage_change,Stage,Negotiation/Review,Closed Won,Closed Won,100,0 days 17:31:00.000000000,0,8/7/14 0:00,10/31/14 0:00,10/31/14 0:00,10/31/14 17:31,2014,10,,United States,591,85,"(Negotiation/Review, Closed Won)"
0062000000WVbxy,opp_created,Created by lead convert,Created,Created,Closed Lost,0,0 days 15:24:00.000000000,0,3/11/14 0:00,3/11/14 0:00,3/11/14 0:00,3/11/14 15:24,2014,3,,United States,510,385,"(Created, Created)"
0062000000WVbxy,stage_change,Stage,Prospect,Short List,Closed Lost,0,0 days 15:26:00.000000000,0,3/11/14 0:00,3/11/14 0:00,3/11/14 0:00,3/11/14 15:26,2014,3,,United States,510,385,"(Prospect, Short List)"
0062000000WVbxy,stage_change,Stage,Short List,Qualified,Closed Lost,0,297 days 15:32:00.000000000,297,3/11/14 0:00,1/2/15 0:00,3/11/14 0:00,1/2/15 15:32,2015,1,,United States,510,385,"(Short List, Qualified)"
